data_version,Target year,Market_Node,Technology,Technology_Simplified,Operational_Status,Value
ERAA 2025 final,2035,FI00,Natural gas,Thermal,Available on market,964
ERAA 2025 final,2035,FI00,Nuclear,Thermal,Available on market,4572
ERAA 2025 final,2035,FR00,Light oil,Thermal,Available on market,1331
ERAA 2025 final,2035,FR00,Natural gas,Thermal,Available on market,10031
ERAA 2025 final,2035,FR00,Nuclear,Thermal,Available on market,63020
ERAA 2025 final,2035,GR00,Natural gas,Thermal,Available on market,6347
ERAA 2025 final,2035,GR03,Light oil,Thermal,Available on market,144
ERAA 2025 final,2035,HR00,Natural gas,Thermal,Available on market,583
ERAA 2025 final,2035,HU00,Biofuel,Thermal,Available on market,100
ERAA 2025 final,2035,HU00,Hard coal,Thermal,Available on market,0
ERAA 2025 final,2035,HU00,Light oil,Thermal,Available on market,495
ERAA 2025 final,2035,HU00,Natural gas,Thermal,Available on market,4260
ERAA 2025 final,2035,HU00,Nuclear,Thermal,Available on market,4277
ERAA 2025 final,2035,IE00,Biofuel,Thermal,Available on market,118
ERAA 2025 final,2035,IE00,Light oil,Thermal,Available on market,208
ERAA 2025 final,2035,IE00,Lignite,Thermal,Available on market,0
ERAA 2025 final,2035,IE00,Natural gas,Thermal,Available on market,5776
ERAA 2025 final,2035,ITCA,Natural gas,Thermal,Available on market,3524
ERAA 2025 final,2035,ITCN,Light oil,Thermal,Available on market,23
ERAA 2025 final,2035,ITCN,Natural gas,Thermal,Available on market,2016
ERAA 2025 final,2035,ITCS,Light oil,Thermal,Available on market,96
ERAA 2025 final,2035,ITCS,Natural gas,Thermal,Available on market,7198
ERAA 2025 final,2035,ITN1,Light oil,Thermal,Available on market,15
ERAA 2025 final,2035,ITN1,Natural gas,Thermal,Available on market,27887
ERAA 2025 final,2035,ITS1,Natural gas,Thermal,Available on market,5144
ERAA 2025 final,2035,ITSA,Light oil,Thermal,Available on market,65
ERAA 2025 final,2035,ITSA,Natural gas,Thermal,Available on market,51
ERAA 2025 final,2035,ITSI,Natural gas,Thermal,Available on market,3668
ERAA 2025 final,2035,LT00,Natural gas,Thermal,Available on market,624
ERAA 2025 final,2035,LV00,Natural gas,Thermal,Available on market,1051
ERAA 2025 final,2035,MD00,Hard coal,Thermal,Available on market,550
ERAA 2025 final,2035,MD00,Natural gas,Thermal,Available on market,780
ERAA 2025 final,2035,MD00,Natural gas,Thermal,Inelastic supply / fixed profile,409
ERAA 2025 final,2035,ME00,Lignite,Thermal,Available on market,225
ERAA 2025 final,2035,MK00,Natural gas,Thermal,Available on market,760
ERAA 2025 final,2035,MT00,Natural gas,Thermal,Available on market,505
ERAA 2025 final,2035,NL00,Biofuel,Thermal,Available on market,2211
ERAA 2025 final,2035,NL00,Hard coal,Thermal,Available on market,0
ERAA 2025 final,2035,NL00,Natural gas,Thermal,Available on market,12166
ERAA 2025 final,2035,NL00,Nuclear,Thermal,Available on market,486
ERAA 2025 final,2035,NOS2,Natural gas,Thermal,Available on market,14
ERAA 2025 final,2035,NOS3,Natural gas,Thermal,Available on market,7
ERAA 2025 final,2035,PL00,Hard coal,Thermal,Available on market,5839
ERAA 2025 final,2035,PL00,Lignite,Thermal,Available on market,3136
ERAA 2025 final,2035,PL00,Natural gas,Thermal,Available on market,9054
ERAA 2025 final,2035,PT00,Natural gas,Thermal,Available on market,2055
ERAA 2025 final,2035,PT00,Natural gas,Thermal,Inelastic supply / fixed profile,642
ERAA 2025 final,2035,RO00,Natural gas,Thermal,Available on market,5391
ERAA 2025 final,2035,RO00,Nuclear,Thermal,Available on market,3087
ERAA 2025 final,2035,RS00,Lignite,Thermal,Available on market,5050
ERAA 2025 final,2035,RS00,Natural gas,Thermal,Available on market,401
ERAA 2025 final,2035,SE03,Natural gas,Thermal,Available on market,180
ERAA 2025 final,2035,SE03,Nuclear,Thermal,Available on market,8081
ERAA 2025 final,2035,SI00,Natural gas,Thermal,Available on market,864
ERAA 2025 final,2035,SI00,Nuclear,Thermal,Available on market,700
ERAA 2025 final,2035,SI00,Natural gas,Thermal,Mothballed,58
ERAA 2025 final,2035,SK00,Biofuel,Thermal,Available on market,19
ERAA 2025 final,2035,SK00,Hard coal,Thermal,Available on market,291
ERAA 2025 final,2035,SK00,Heavy oil,Thermal,Available on market,133
ERAA 2025 final,2035,SK00,Lignite,Thermal,Available on market,66
ERAA 2025 final,2035,SK00,Natural gas,Thermal,Available on market,837
ERAA 2025 final,2035,SK00,Nuclear,Thermal,Available on market,2830
ERAA 2025 final,2035,SK00,Natural gas,Thermal,Inelastic supply / fixed profile,125
ERAA 2025 final,2035,SK00,Light oil,Thermal,Out of market - primary purpose ancillary service,109
ERAA 2025 final,2035,SK00,Natural gas,Thermal,Out of market - primary purpose ancillary service,206
ERAA 2025 final,2035,UK00,Heavy oil,Thermal,Available on market,108
ERAA 2025 final,2035,UK00,Natural gas,Thermal,Available on market,27693
ERAA 2025 final,2035,UK00,Nuclear,Thermal,Available on market,6002
ERAA 2025 final,2035,UKNI,Biofuel,Thermal,Available on market,18
ERAA 2025 final,2035,UKNI,Light oil,Thermal,Available on market,390
ERAA 2025 final,2035,UKNI,Lignite,Thermal,Available on market,0
ERAA 2025 final,2035,UKNI,Natural gas,Thermal,Available on market,1777
ERAA 2025 final,2035,AT00,Wind onshore,Wind,Available on market,10000
ERAA 2025 final,2035,BA00,Wind onshore,Wind,Available on market,1047
ERAA 2025 final,2035,BE00,Wind offshore fixed,Wind,Available on market,4360
ERAA 2025 final,2035,BE00,Wind onshore,Wind,Available on market,7272
ERAA 2025 final,2035,BEO1_OFF,Wind offshore fixed,Wind,Available on market,1400
ERAA 2025 final,2035,BG00,Wind offshore fixed,Wind,Available on market,1707
ERAA 2025 final,2035,BG00,Wind onshore,Wind,Available on market,2724
ERAA 2025 final,2035,CH00,Wind onshore,Wind,Available on market,252
ERAA 2025 final,2035,CY00,Wind onshore,Wind,Available on market,170
ERAA 2025 final,2035,CZ00,Wind onshore,Wind,Available on market,2475
ERAA 2025 final,2035,DE00,Wind offshore fixed,Wind,Available on market,50089
ERAA 2025 final,2035,DE00,Wind onshore,Wind,Available on market,157000
ERAA 2025 final,2035,DEKF_OFF,Wind offshore fixed,Wind,Available on market,336
ERAA 2025 final,2035,DKB2_OFF,Wind offshore fixed,Wind,Available on market,3000
ERAA 2025 final,2035,DKE1,Wind offshore fixed,Wind,Available on market,773
ERAA 2025 final,2035,DKE1,Wind onshore,Wind,Available on market,991
ERAA 2025 final,2035,DKHE_OFF,Wind offshore fixed,Wind,Available on market,1000
ERAA 2025 final,2035,DKKF_OFF,Wind offshore fixed,Wind,Available on market,605
ERAA 2025 final,2035,DKN1_OFF,Wind offshore fixed,Wind,Available on market,2500
ERAA 2025 final,2035,DKW1,Wind offshore fixed,Wind,Available on market,2872
ERAA 2025 final,2035,DKW1,Wind onshore,Wind,Available on market,6000
ERAA 2025 final,2035,EE00,Wind offshore fixed,Wind,Available on market,1000
ERAA 2025 final,2035,EE00,Wind onshore,Wind,Available on market,3000
ERAA 2025 final,2035,ES00,Wind offshore floating,Wind,Available on market,2800
ERAA 2025 final,2035,ES00,Wind onshore,Wind,Available on market,66368
ERAA 2025 final,2035,FI00,Wind offshore fixed,Wind,Available on market,3300
ERAA 2025 final,2035,FI00,Wind onshore,Wind,Available on market,30879
ERAA 2025 final,2035,FR00,Wind offshore fixed,Wind,Available on market,8430
ERAA 2025 final,2035,FR00,Wind offshore floating,Wind,Available on market,2345
ERAA 2025 final,2035,FR00,Wind onshore,Wind,Available on market,37580
ERAA 2025 final,2035,GR00,Wind offshore floating,Wind,Available on market,1499
ERAA 2025 final,2035,GR00,Wind onshore,Wind,Available on market,8726
ERAA 2025 final,2035,GR03,Wind offshore floating,Wind,Available on market,200
ERAA 2025 final,2035,GR03,Wind onshore,Wind,Available on market,775
ERAA 2025 final,2035,HR00,Wind offshore fixed,Wind,Available on market,510
ERAA 2025 final,2035,HR00,Wind onshore,Wind,Available on market,2010
ERAA 2025 final,2035,HU00,Wind onshore,Wind,Available on market,1675
ERAA 2025 final,2035,IE00,Wind offshore fixed,Wind,Available on market,4481
ERAA 2025 final,2035,IE00,Wind onshore,Wind,Available on market,9190
ERAA 2025 final,2035,ITCA,Wind offshore fixed,Wind,Available on market,186
ERAA 2025 final,2035,ITCA,Wind onshore,Wind,Available on market,2771
ERAA 2025 final,2035,ITCN,Wind offshore fixed,Wind,Available on market,320
ERAA 2025 final,2035,ITCN,Wind onshore,Wind,Available on market,318
ERAA 2025 final,2035,ITCS,Wind offshore fixed,Wind,Available on market,521
ERAA 2025 final,2035,ITCS,Wind onshore,Wind,Available on market,5856
ERAA 2025 final,2035,ITN1,Wind offshore fixed,Wind,Available on market,622
ERAA 2025 final,2035,ITN1,Wind onshore,Wind,Available on market,504
ERAA 2025 final,2035,ITS1,Wind offshore fixed,Wind,Available on market,1968
ERAA 2025 final,2035,ITS1,Wind onshore,Wind,Available on market,11393
ERAA 2025 final,2035,ITSA,Wind offshore fixed,Wind,Available on market,1415
ERAA 2025 final,2035,ITSA,Wind onshore,Wind,Available on market,2870
ERAA 2025 final,2035,ITSI,Wind offshore fixed,Wind,Available on market,1418
ERAA 2025 final,2035,ITSI,Wind onshore,Wind,Available on market,5288
ERAA 2025 final,2035,LT00,Wind offshore fixed,Wind,Available on market,1400
ERAA 2025 final,2035,LT00,Wind onshore,Wind,Available on market,5520
ERAA 2025 final,2035,LUG1,Wind onshore,Wind,Available on market,563
ERAA 2025 final,2035,LV00,Wind offshore fixed,Wind,Available on market,1000
ERAA 2025 final,2035,LV00,Wind onshore,Wind,Available on market,644
ERAA 2025 final,2035,MD00,Wind onshore,Wind,Available on market,867
ERAA 2025 final,2035,ME00,Wind onshore,Wind,Available on market,313
ERAA 2025 final,2035,MK00,Wind onshore,Wind,Available on market,274
ERAA 2025 final,2035,MT00,Wind offshore floating,Wind,Available on market,300
ERAA 2025 final,2035,NL00,Wind offshore fixed,Wind,Available on market,18824
ERAA 2025 final,2035,NL00,Wind onshore,Wind,Available on market,9330
ERAA 2025 final,2035,NL0A_OFF,Wind offshore fixed,Wind,Available on market,50
ERAA 2025 final,2035,NL0J_OFF,Wind offshore fixed,Wind,Available on market,2000
ERAA 2025 final,2035,NL0K_OFF,Wind offshore fixed,Wind,Available on market,2000
ERAA 2025 final,2035,NL0U_OFF,Wind offshore fixed,Wind,Available on market,700
ERAA 2025 final,2035,NL0W_OFF,Wind offshore fixed,Wind,Available on market,2000
ERAA 2025 final,2035,NLLL_OFF,Wind offshore fixed,Wind,Available on market,2000
ERAA 2025 final,2035,NOM1,Wind onshore,Wind,Available on market,2491
ERAA 2025 final,2035,NON1,Wind onshore,Wind,Available on market,1922
ERAA 2025 final,2035,NOS1,Wind onshore,Wind,Available on market,406
ERAA 2025 final,2035,NOS2,Wind onshore,Wind,Available on market,1273
ERAA 2025 final,2035,NOS3,Wind onshore,Wind,Available on market,160
ERAA 2025 final,2035,NOSF_OFF,Wind offshore fixed,Wind,Available on market,2800
ERAA 2025 final,2035,NOWF_OFF,Wind offshore floating,Wind,Available on market,500
ERAA 2025 final,2035,PL00,Wind offshore fixed,Wind,Available on market,12233
ERAA 2025 final,2035,PL00,Wind onshore,Wind,Available on market,23042
ERAA 2025 final,2035,PT00,Wind offshore floating,Wind,Available on market,5600
ERAA 2025 final,2035,PT00,Wind onshore,Wind,Available on market,10015
ERAA 2025 final,2035,RO00,Wind offshore fixed,Wind,Available on market,1500
ERAA 2025 final,2035,RO00,Wind onshore,Wind,Available on market,7600
ERAA 2025 final,2035,RS00,Wind onshore,Wind,Available on market,6531
ERAA 2025 final,2035,SE01,Wind onshore,Wind,Available on market,5846
ERAA 2025 final,2035,SE02,Wind onshore,Wind,Available on market,9009
ERAA 2025 final,2035,SE03,Wind offshore fixed,Wind,Available on market,1033
ERAA 2025 final,2035,SE03,Wind onshore,Wind,Available on market,6136
ERAA 2025 final,2035,SE04,Wind offshore fixed,Wind,Available on market,1295
ERAA 2025 final,2035,SE04,Wind onshore,Wind,Available on market,2833
ERAA 2025 final,2035,SI00,Wind onshore,Wind,Available on market,111
ERAA 2025 final,2035,SK00,Wind onshore,Wind,Available on market,750
ERAA 2025 final,2035,UK00,Wind offshore fixed,Wind,Available on market,76379
ERAA 2025 final,2035,UK00,Wind offshore floating,Wind,Available on market,400
ERAA 2025 final,2035,UK00,Wind onshore,Wind,Available on market,30749
ERAA 2025 final,2035,UKNI,Wind offshore fixed,Wind,Available on market,500
ERAA 2025 final,2035,UKNI,Wind onshore,Wind,Available on market,2860
ERAA 2025 pre-CfE,2028,AL00,EV - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,AL00,HP - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,AT00,DSR,DSR,Available on market,520
ERAA 2025 pre-CfE,2028,AT00,EV - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,AT00,HP - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,BA00,EV - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,BA00,HP - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,BE00,DSR,DSR,Available on market,1848
ERAA 2025 pre-CfE,2028,BE00,EV - iDSR,DSR,Available on market,34
ERAA 2025 pre-CfE,2028,BE00,HP - iDSR,DSR,Available on market,9
ERAA 2025 pre-CfE,2028,BG00,EV - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,BG00,HP - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,CH00,EV - iDSR,DSR,Available on market,374
ERAA 2025 pre-CfE,2028,CH00,HP - iDSR,DSR,Available on market,6371
ERAA 2025 pre-CfE,2028,CY00,EV - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,CY00,HP - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,CZ00,DSR,DSR,Available on market,110
ERAA 2025 pre-CfE,2028,CZ00,EV - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,CZ00,HP - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,DE00,DSR,DSR,Available on market,1863
ERAA 2025 pre-CfE,2028,DE00,EV - iDSR,DSR,Available on market,2938
ERAA 2025 pre-CfE,2028,DE00,HP - iDSR,DSR,Available on market,17
ERAA 2025 pre-CfE,2028,DKE1,DSR,DSR,Available on market,1510
ERAA 2025 pre-CfE,2028,DKE1,EV - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,DKE1,HP - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,DKW1,DSR,DSR,Available on market,2730
ERAA 2025 pre-CfE,2028,DKW1,EV - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,DKW1,HP - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,EE00,DSR,DSR,Available on market,173
ERAA 2025 pre-CfE,2028,EE00,EV - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,EE00,HP - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,ES00,EV - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,ES00,HP - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,ES00,DSR,DSR,Out of market - primary purpose ancillary service,1148
ERAA 2025 pre-CfE,2028,FI00,DSR,DSR,Available on market,1332
ERAA 2025 pre-CfE,2028,FI00,EV - iDSR,DSR,Available on market,1543
ERAA 2025 pre-CfE,2028,FI00,HP - iDSR,DSR,Available on market,329
ERAA 2025 pre-CfE,2028,FR00,DSR,DSR,Available on market,5025
ERAA 2025 pre-CfE,2028,FR00,EV - iDSR,DSR,Available on market,13
ERAA 2025 pre-CfE,2028,FR00,HP - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,GR00,DSR,DSR,Available on market,120
ERAA 2025 pre-CfE,2028,GR00,EV - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,GR00,HP - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,GR03,EV - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,GR03,HP - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,HR00,DSR,DSR,Available on market,87
ERAA 2025 pre-CfE,2028,HR00,EV - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,HR00,HP - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,HU00,EV - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,HU00,HP - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,IE00,DSR,DSR,Available on market,860
ERAA 2025 pre-CfE,2028,IE00,EV - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,IE00,HP - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,ITCA,DSR,DSR,Available on market,28
ERAA 2025 pre-CfE,2028,ITCA,EV - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,ITCA,HP - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,ITCN,DSR,DSR,Available on market,174
ERAA 2025 pre-CfE,2028,ITCN,EV - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,ITCN,HP - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,ITCS,DSR,DSR,Available on market,169
ERAA 2025 pre-CfE,2028,ITCS,EV - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,ITCS,HP - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,ITN1,DSR,DSR,Available on market,1197
ERAA 2025 pre-CfE,2028,ITN1,EV - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,ITN1,HP - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,ITS1,DSR,DSR,Available on market,87
ERAA 2025 pre-CfE,2028,ITS1,EV - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,ITS1,HP - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,ITSA,DSR,DSR,Available on market,9
ERAA 2025 pre-CfE,2028,ITSA,EV - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,ITSA,HP - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,ITSI,DSR,DSR,Available on market,38
ERAA 2025 pre-CfE,2028,ITSI,EV - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,ITSI,HP - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,LT00,DSR,DSR,Available on market,28
ERAA 2025 pre-CfE,2028,LT00,EV - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,LT00,HP - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,LUG1,EV - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,LUG1,HP - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,LV00,DSR,DSR,Available on market,150
ERAA 2025 pre-CfE,2028,LV00,EV - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,LV00,HP - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,MD00,EV - iDSR,DSR,Available on market,18
ERAA 2025 pre-CfE,2028,MD00,HP - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,ME00,EV - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,ME00,HP - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,MK00,EV - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,MK00,HP - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,MT00,EV - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,MT00,HP - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,NL00,DSR,DSR,Available on market,847
ERAA 2025 pre-CfE,2028,NL00,EV - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,NL00,HP - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,NOM1,EV - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,NOM1,HP - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,NON1,EV - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,NON1,HP - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,NOS1,EV - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,NOS1,HP - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,NOS2,EV - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,NOS2,HP - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,NOS3,EV - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,NOS3,HP - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,PL00,EV - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,PL00,HP - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,PT00,EV - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,PT00,HP - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,RO00,EV - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,RO00,HP - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,RS00,EV - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,RS00,HP - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,SE01,DSR,DSR,Available on market,140
ERAA 2025 pre-CfE,2028,SE01,EV - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,SE01,HP - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,SE02,DSR,DSR,Available on market,197
ERAA 2025 pre-CfE,2028,SE02,EV - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,SE02,HP - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,SE03,DSR,DSR,Available on market,1010
ERAA 2025 pre-CfE,2028,SE03,EV - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,SE03,HP - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,SE04,DSR,DSR,Available on market,280
ERAA 2025 pre-CfE,2028,SE04,EV - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,SE04,HP - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,SI00,DSR,DSR,Available on market,10
ERAA 2025 pre-CfE,2028,SI00,EV - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,SI00,HP - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,SK00,EV - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,SK00,HP - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,UK00,DSR,DSR,Available on market,4708
ERAA 2025 pre-CfE,2028,UKNI,DSR,DSR,Available on market,170
ERAA 2025 pre-CfE,2028,UKNI,EV - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,UKNI,HP - iDSR,DSR,Available on market,0
ERAA 2025 pre-CfE,2028,AL00,Reservoir,Hydro,Available on market,1822
ERAA 2025 pre-CfE,2028,AL00,Run of river,Hydro,Available on market,415
ERAA 2025 pre-CfE,2028,AT00,Open loop pumping,Hydro,Available on market,4332
ERAA 2025 pre-CfE,2028,AT00,Pondage,Hydro,Available on market,1150
ERAA 2025 pre-CfE,2028,AT00,Reservoir,Hydro,Available on market,2532
ERAA 2025 pre-CfE,2028,AT00,Run of river,Hydro,Available on market,4956
ERAA 2025 pre-CfE,2028,BA00,Pondage,Hydro,Available on market,35
ERAA 2025 pre-CfE,2028,BA00,Reservoir,Hydro,Available on market,160
ERAA 2025 pre-CfE,2028,BA00,Run of river,Hydro,Available on market,32
ERAA 2025 pre-CfE,2028,BA00,Open loop pumping,Hydro,Out of market - primary purpose ancillary service,440
ERAA 2025 pre-CfE,2028,BA00,Pondage,Hydro,Out of market - primary purpose ancillary service,193
ERAA 2025 pre-CfE,2028,BA00,Reservoir,Hydro,Out of market - primary purpose ancillary service,1456
ERAA 2025 pre-CfE,2028,BE00,Closed loop pumping,Hydro,Available on market,1305
ERAA 2025 pre-CfE,2028,BE00,Run of river,Hydro,Available on market,143
ERAA 2025 pre-CfE,2028,BG00,Closed loop pumping,Hydro,Available on market,864
ERAA 2025 pre-CfE,2028,BG00,Open loop pumping,Hydro,Available on market,535
ERAA 2025 pre-CfE,2028,BG00,Reservoir,Hydro,Available on market,1281
ERAA 2025 pre-CfE,2028,BG00,Run of river,Hydro,Available on market,536
ERAA 2025 pre-CfE,2028,CH00,Closed loop pumping,Hydro,Available on market,1900
ERAA 2025 pre-CfE,2028,CH00,Open loop pumping,Hydro,Available on market,2345
ERAA 2025 pre-CfE,2028,CH00,Reservoir,Hydro,Available on market,8406
ERAA 2025 pre-CfE,2028,CH00,Run of river,Hydro,Available on market,4211
ERAA 2025 pre-CfE,2028,CZ00,Closed loop pumping,Hydro,Available on market,678
ERAA 2025 pre-CfE,2028,CZ00,Open loop pumping,Hydro,Available on market,470
ERAA 2025 pre-CfE,2028,CZ00,Reservoir,Hydro,Available on market,609
ERAA 2025 pre-CfE,2028,CZ00,Run of river,Hydro,Available on market,415
ERAA 2025 pre-CfE,2028,DE00,Closed loop pumping,Hydro,Available on market,6341
ERAA 2025 pre-CfE,2028,DE00,Open loop pumping,Hydro,Available on market,2232
ERAA 2025 pre-CfE,2028,DE00,Reservoir,Hydro,Available on market,1008
ERAA 2025 pre-CfE,2028,DE00,Run of river,Hydro,Available on market,3934
ERAA 2025 pre-CfE,2028,ES00,Closed loop pumping,Hydro,Available on market,3331
ERAA 2025 pre-CfE,2028,ES00,Open loop pumping,Hydro,Available on market,2717
ERAA 2025 pre-CfE,2028,ES00,Reservoir,Hydro,Available on market,11536
ERAA 2025 pre-CfE,2028,ES00,Run of river,Hydro,Available on market,2968
ERAA 2025 pre-CfE,2028,FI00,Reservoir,Hydro,Available on market,3237
ERAA 2025 pre-CfE,2028,FR00,Closed loop pumping,Hydro,Available on market,1950
ERAA 2025 pre-CfE,2028,FR00,Open loop pumping,Hydro,Available on market,1850
ERAA 2025 pre-CfE,2028,FR00,Reservoir,Hydro,Available on market,9725
ERAA 2025 pre-CfE,2028,FR00,Run of river,Hydro,Available on market,13600
ERAA 2025 pre-CfE,2028,GR00,Closed loop pumping,Hydro,Available on market,680
ERAA 2025 pre-CfE,2028,GR00,Open loop pumping,Hydro,Available on market,699
ERAA 2025 pre-CfE,2028,GR00,Pondage,Hydro,Available on market,22
ERAA 2025 pre-CfE,2028,GR00,Reservoir,Hydro,Available on market,2632
ERAA 2025 pre-CfE,2028,GR00,Run of river,Hydro,Available on market,307
ERAA 2025 pre-CfE,2028,HR00,Open loop pumping,Hydro,Available on market,282
ERAA 2025 pre-CfE,2028,HR00,Pondage,Hydro,Available on market,313
ERAA 2025 pre-CfE,2028,HR00,Reservoir,Hydro,Available on market,1423
ERAA 2025 pre-CfE,2028,HR00,Run of river,Hydro,Available on market,65
ERAA 2025 pre-CfE,2028,HU00,Run of river,Hydro,Available on market,63
ERAA 2025 pre-CfE,2028,IE00,Closed loop pumping,Hydro,Available on market,292
ERAA 2025 pre-CfE,2028,IE00,Run of river,Hydro,Available on market,215
ERAA 2025 pre-CfE,2028,ITCA,Reservoir,Hydro,Available on market,699
ERAA 2025 pre-CfE,2028,ITCA,Run of river,Hydro,Available on market,118
ERAA 2025 pre-CfE,2028,ITCN,Reservoir,Hydro,Available on market,374
ERAA 2025 pre-CfE,2028,ITCN,Run of river,Hydro,Available on market,308
